,seg_index,time_index,Open,High,Low,Close,Adj Close,Volume
27,0,27,88.577415,88.467094,87.43169,87.45993,87.95236,104586216.0
28,0,28,87.09657,89.19412,86.029976,87.50121,88.553665,101666456.0
29,0,29,86.715,88.581795,87.58311,86.89121,88.82219,100975280.0
0,1,0,42.232784,42.249104,42.277115,42.687267,42.642097,82408210.0
1,1,1,42.265965,44.07988,41.838085,42.996944,42.99524,82279420.0
2,1,2,41.227585,43.630333,42.315327,43.160606,42.44732,81632100.0
3,1,3,42.79599,42.0709,42.701206,42.92785,41.589523,80696290.0
4,1,4,41.756405,42.557503,42.339405,42.546207,42.514328,83433900.0
5,1,5,42.50753,42.412903,42.03611,42.27382,41.635433,83119570.0
6,1,6,42.53278,42.938076,41.613926,43.200916,43.165028,87338650.0
7,1,7,42.46752,42.41601,42.05016,42.72114,42.738037,85358360.0
8,1,8,42.54484,43.351376,41.960236,42.20823,42.228146,87559740.0
9,1,9,42.666317,43.176693,42.299175,42.59405,43.40314,82445130.0
10,1,10,42.723953,42.77391,42.208805,42.754524,42.999958,81477000.0
11,1,11,42.40758,43.437775,41.986435,42.720585,43.656837,82012790.0
12,1,12,42.373447,42.905266,41.520073,42.75506,43.45682,84355600.0
13,1,13,43.51594,43.806286,42.301373,43.69859,43.5353,81979330.0
14,1,14,43.358295,43.36338,43.993103,41.950962,44.127346,79360290.0
15,1,15,44.38536,43.41438,43.175823,42.9129,43.101067,82662730.0
16,1,16,43.528675,43.166183,42.93938,42.77825,43.015285,82353260.0
17,1,17,43.289536,43.63402,43.491486,43.357197,43.551483,81810900.0
18,1,18,43.355972,43.987568,43.542618,44.39434,44.424713,80124190.0
19,1,19,43.689053,43.676575,42.300617,43.78921,42.882946,82686420.0
20,1,20,43.978165,43.706802,43.10801,43.97203,45.537388,85418830.0
21,1,21,44.315483,44.207455,43.801495,43.604485,42.45448,84350770.0
22,1,22,43.687614,44.34929,42.79348,43.424183,44.15432,78985900.0
23,1,23,43.972992,44.103516,43.419556,43.689358,43.98369,81271070.0
24,1,24,44.138092,43.57835,43.31729,43.720768,43.70084,81244290.0
25,1,25,43.039352,43.77726,43.29996,43.628178,43.7793,82263350.0
26,1,26,43.1925,44.338245,44.54224,44.635845,42.967472,81458910.0
27,1,27,44.120567,45.05735,43.684093,45.846424,44.56647,81777890.0
28,1,28,44.70064,43.760868,44.259823,43.67726,43.658478,79823900.0
29,1,29,43.846237,44.9673,44.1775,44.177948,45.046177,81561770.0
0,2,0,22.978214,23.204222,23.904287,23.132105,23.210384,81095224.0
1,2,1,23.80053,24.319496,23.632792,23.407198,23.624378,81586500.0
2,2,2,23.364592,24.275324,22.96446,24.005262,22.697083,80895170.0
3,2,3,23.373196,24.250044,23.39115,23.214108,23.781908,80569100.0
4,2,4,23.74268,23.988483,23.47507,24.33373,23.881926,82828850.0
5,2,5,23.02883,24.715204,22.40502,24.164392,24.217587,82833090.0
6,2,6,23.373049,23.658205,22.53702,23.143085,24.27267,87843170.0
7,2,7,23.732548,23.470446,23.617981,23.677189,23.978642,91712360.0
8,2,8,22.97235,23.862038,23.707926,24.171108,23.737074,91269704.0
9,2,9,23.542524,24.200161,23.646263,22.810968,23.403181,84534580.0
10,2,10,23.1744,24.394482,23.832817,23.464472,23.607338,78575170.0
11,2,11,23.373703,23.941872,24.712364,23.43036,23.74649,79786104.0
12,2,12,24.212494,24.023079,23.644384,23.623064,24.209986,84299816.0
13,2,13,24.304586,23.491705,23.67755,23.426413,23.504707,81295970.0
14,2,14,23.821415,23.46945,22.979727,23.871181,23.486889,77413380.0
15,2,15,22.92693,23.69282,23.61827,23.699432,23.476723,81306410.0
16,2,16,22.863014,23.85503,23.337881,23.662825,24.40887,80910100.0
17,2,17,23.70167,23.778717,23.667324,23.93409,23.881748,74962190.0
18,2,18,24.80239,24.058966,23.797441,23.4895,24.430527,78451800.0
19,2,19,24.2267,24.009748,22.914726,24.362621,24.030382,83092890.0
20,2,20,24.211077,24.307497,24.53248,24.402039,24.035515,87389224.0
21,2,21,23.863276,24.184317,23.531965,24.66494,24.342323,77930370.0
22,2,22,24.302362,24.316256,23.44958,24.827219,24.249624,76535980.0
23,2,23,23.671995,24.501652,24.172134,24.656027,24.427847,77796660.0
24,2,24,24.613695,24.706213,24.181807,24.063063,23.57767,76034300.0
25,2,25,24.982216,24.493303,24.710419,24.39171,25.088274,76128240.0
26,2,26,25.311914,25.083393,23.94541,23.73218,24.692797,76435450.0
27,2,27,24.191027,25.35453,23.502634,24.641403,25.589937,77339800.0
28,2,28,24.285948,24.078165,24.67937,23.82498,24.497698,77764460.0
29,2,29,24.214357,24.50646,24.23005,25.329243,25.222794,81132120.0
0,3,0,13.284,13.631739,12.891533,13.2268,13.376273,81114310.0
1,3,1,13.026661,13.583292,13.265289,13.128782,13.171122,78701500.0
2,3,2,13.196125,13.558134,13.209702,13.080837,13.45209,83559410.0
3,3,3,13.219043,13.342897,13.19709,13.252163,13.005072,82141400.0
4,3,4,12.979639,13.786622,13.056887,13.353202,13.508899,83424020.0
5,3,5,12.990241,13.508434,13.208642,13.609307,13.125508,82197920.0
6,3,6,13.233269,13.542597,12.894923,13.237977,13.034692,86702410.0
7,3,7,13.372439,13.379749,13.242439,13.399915,13.723694,89967144.0
8,3,8,13.156462,13.4169,13.218279,13.289497,13.072115,89568200.0
9,3,9,13.54024,13.658723,13.324108,13.35306,13.402262,83415010.0
10,3,10,13.344581,13.372028,13.378392,13.396173,13.356415,79290110.0
11,3,11,13.336061,13.338508,13.029171,13.118453,13.282957,78582940.0
12,3,12,13.389733,13.539474,13.099489,13.2029915,13.237225,82073650.0
13,3,13,13.32532,13.4191885,13.446987,13.016228,13.535201,80627570.0
14,3,14,13.701095,13.373918,13.262866,13.2522,13.286349,78618000.0
15,3,15,13.25772,13.975303,12.903694,13.414598,13.486953,77897060.0
16,3,16,13.6275215,13.427958,13.394365,13.375321,13.173966,80324070.0
17,3,17,13.126146,13.407646,13.3731,13.366236,13.726008,71770536.0
18,3,18,13.465137,13.886716,13.432781,13.970635,13.646716,75920310.0
19,3,19,13.233538,13.373515,13.322996,13.240462,13.680939,83450610.0
20,3,20,13.342166,13.608458,13.345776,13.495661,13.343929,89060440.0
21,3,21,13.2721405,13.728067,13.052594,13.449391,13.439885,76727300.0
22,3,22,13.470822,13.895601,13.251984,13.694025,13.45143,73178090.0
23,3,23,13.721718,13.846268,13.800354,13.686434,13.829405,76116470.0
24,3,24,13.474063,13.984468,13.392043,13.429716,13.709905,73425840.0
25,3,25,13.812675,13.870425,13.568266,13.468131,13.750413,73882350.0
26,3,26,13.423708,14.307143,13.569041,13.670103,13.464152,72298910.0
27,3,27,13.558253,14.225612,13.261269,13.60515,13.926376,74673980.0
28,3,28,13.440617,13.9277725,13.506629,13.263644,13.698876,73539710.0
29,3,29,13.655749,13.732638,13.905861,13.758632,13.850969,78921170.0
0,4,0,28.574352,26.753103,26.337954,28.08727,27.801052,83079970.0
1,4,1,27.663303,28.213865,27.381323,28.01314,28.03978,75454060.0
2,4,2,27.33314,28.326809,27.688402,27.784883,27.694038,80980210.0
3,4,3,27.539696,28.369526,26.853647,27.216,27.513813,81033060.0
4,4,4,27.024189,27.918957,27.000751,27.310133,27.728525,80437820.0
5,4,5,28.224022,27.8851,27.504906,27.921457,27.455986,80297150.0
6,4,6,28.240147,28.215992,26.084057,28.303942,28.24902,81634050.0
7,4,7,27.429941,28.490803,27.21,27.917992,27.602522,87769260.0
8,4,8,27.559189,27.275352,28.142935,27.424568,27.912333,84415100.0
9,4,9,26.937864,28.458908,26.306925,27.23497,27.610477,80320810.0
10,4,10,27.936947,28.479906,26.65144,27.499197,26.499636,81244970.0
11,4,11,27.244104,28.47552,27.277927,27.907043,28.171032,78931080.0
12,4,12,27.351032,27.68033,26.52792,27.922253,27.481594,83439660.0
13,4,13,27.538073,27.160755,27.620375,26.57214,27.698952,79894296.0
14,4,14,28.761522,27.657806,28.029734,27.291779,28.054298,77385680.0
15,4,15,27.685957,28.508299,27.028763,28.476297,28.04169,78825704.0
16,4,16,28.358868,28.99369,26.6599,27.44044,28.038532,80124700.0
17,4,17,28.030779,28.301601,27.903614,27.208002,27.543264,71499600.0
18,4,18,26.705755,28.345041,27.785145,28.518297,28.267218,77040616.0
19,4,19,27.886942,28.263521,27.816906,28.01657,27.77988,81638540.0
20,4,20,28.043715,28.482437,27.909931,27.878677,28.442081,85963090.0
21,4,21,28.023401,28.458988,27.956644,28.019396,28.28093,82226420.0
22,4,22,27.583315,28.005999,27.22004,29.06789,28.09939,74963260.0
23,4,23,28.420834,29.391504,28.258127,28.336565,27.52889,80340530.0
24,4,24,28.837893,28.30964,27.657429,28.76557,29.263798,76428850.0
25,4,25,28.31455,27.792265,27.939058,27.81037,28.04943,75896720.0
26,4,26,27.532368,28.211905,28.295769,28.07973,28.090336,76648480.0
27,4,27,30.103167,28.704132,27.080597,28.867647,28.351837,76320020.0
28,4,28,27.908155,29.205908,28.151377,27.569195,27.657986,79049060.0
29,4,29,28.997246,28.573936,27.847486,28.955254,29.27269,79163980.0
0,5,0,66.49352,64.809746,62.604755,63.63143,64.511566,97435624.0
1,5,1,64.857506,66.1545,64.57575,64.521706,63.907467,92377600.0
2,5,2,66.254166,64.543945,63.63592,64.16811,65.08594,90807880.0
3,5,3,64.8743,66.19634,63.793564,64.76086,66.12352,92517260.0
4,5,4,66.41305,65.3563,64.05982,65.00774,65.95644,94955130.0
5,5,5,65.76617,67.18822,65.25908,64.72607,64.91461,98052344.0
6,5,6,66.36131,67.477516,64.415344,65.4984,64.00642,96977864.0
7,5,7,65.28802,67.18791,63.726948,64.79511,64.82519,95770540.0
8,5,8,63.83559,66.192955,65.16528,64.83646,65.20502,97787976.0
9,5,9,64.3914,66.74033,64.61295,63.876225,66.33778,96584620.0
10,5,10,66.55451,65.6467,65.702095,64.17624,64.354225,93596790.0
11,5,11,64.70531,66.136604,65.87393,65.85228,66.93805,97037080.0
12,5,12,67.091705,66.69944,64.65523,66.41026,64.18287,96169160.0
13,5,13,64.854385,65.67964,65.48953,65.36185,65.5673,93587860.0
14,5,14,66.2861,66.122955,64.98816,65.224594,66.401344,93908030.0
15,5,15,65.756615,66.35311,63.83428,65.87492,65.579155,90732430.0
16,5,16,65.68364,67.313156,65.06439,65.73039,66.31126,95648990.0
17,5,17,68.73554,66.69766,64.62036,65.35694,65.580635,91128400.0
18,5,18,65.27511,67.2266,64.52858,66.75616,66.291756,93856280.0
19,5,19,64.93207,65.62139,65.274155,67.047966,67.27917,98133580.0
20,5,20,67.370964,68.6703,66.85385,65.38207,65.54225,94935670.0
21,5,21,65.94316,65.74808,65.87592,66.48147,67.513336,94561980.0
22,5,22,66.18134,67.18502,64.942856,68.33533,66.046745,92428220.0
23,5,23,67.50266,66.988716,66.61355,66.78019,66.35889,93602170.0
24,5,24,67.97993,68.82778,65.89977,67.62136,66.707214,93636450.0
25,5,25,66.350296,68.410446,66.23084,67.08698,65.31327,91158910.0
26,5,26,66.88119,67.23536,65.57251,66.11716,67.2303,90888160.0
27,5,27,66.615906,67.14315,65.976006,65.628456,66.48339,94133510.0
28,5,28,67.122505,67.06813,66.52667,66.11709,67.48819,92259304.0
29,5,29,66.78454,66.52136,65.83562,66.48156,68.099495,94948030.0
0,6,0,10.966474,10.65731,9.85859,10.355619,10.939838,88729384.0
1,6,1,10.679012,10.6639805,10.741317,10.184569,10.4982605,74137980.0
2,6,2,10.128924,10.593238,10.263298,10.093529,9.974704,79950100.0
3,6,3,10.358648,10.713674,10.01039,10.607429,10.026443,90993690.0
4,6,4,10.319976,10.432585,9.480135,10.280207,9.908993,90006850.0
5,6,5,10.905386,10.613164,9.961465,11.271024,10.50239,85611050.0
6,6,6,10.412581,10.361456,10.105313,10.72121,9.995207,87570630.0
7,6,7,10.818916,10.704643,10.400015,10.529832,10.273914,100233080.0
8,6,8,10.509221,10.27205,9.994429,10.320712,10.369437,99659096.0
9,6,9,10.476792,10.368171,10.1802635,10.356474,10.352232,94053080.0
10,6,10,10.275591,10.421957,10.51433,10.514709,10.303752,85867920.0
11,6,11,9.825089,10.684234,10.39143,10.503498,10.556355,72922600.0
12,6,12,10.19322,10.143055,9.987774,10.684722,10.326055,86763070.0
13,6,13,10.697869,10.918501,10.556464,9.799142,10.839518,81901180.0
14,6,14,10.668972,10.406146,10.643403,10.038766,10.438901,76075490.0
15,6,15,10.734556,10.741647,10.182974,10.687216,10.914746,74511780.0
16,6,16,11.094888,10.897425,10.020102,10.307082,10.0300455,87890310.0
17,6,17,10.585563,10.124911,10.342094,10.299858,10.4344015,70766590.0
18,6,18,10.400579,11.152142,10.403222,10.4935,9.962155,80256140.0
19,6,19,10.882558,11.051913,10.883185,10.489654,10.610915,85483480.0
20,6,20,10.236926,10.57919,10.110299,11.101743,10.669171,94623670.0
21,6,21,9.891564,10.59315,10.391581,10.396695,10.998817,77216510.0
22,6,22,10.594647,10.4154625,10.664345,10.706032,10.576726,77707224.0
23,6,23,10.762732,11.434849,11.002658,11.310309,10.4296,76403016.0
24,6,24,10.279925,10.622093,10.246546,10.167123,11.275005,70920080.0
25,6,25,10.661554,10.215603,10.840998,10.367463,10.76474,77931580.0
26,6,26,10.222532,10.806756,10.464494,10.527168,10.358507,70191760.0
27,6,27,11.294551,11.046668,10.615419,10.64154,10.894594,74523390.0
28,6,28,10.264451,10.553775,10.624766,10.529024,10.644563,77045470.0
29,6,29,10.664616,10.6314335,10.728956,10.533867,10.687833,74064730.0
0,7,0,41.502853,40.99891,40.32583,41.892624,41.46274,79393340.0
1,7,1,41.787952,41.771687,41.268326,40.744427,42.063763,73554490.0
2,7,2,41.17284,41.765263,41.140553,41.265213,41.509926,75282430.0
3,7,3,41.40991,40.848064,41.091568,40.618465,41.6647,75639060.0
4,7,4,42.169624,41.59256,41.95379,41.229553,42.087883,76078744.0
5,7,5,42.644936,41.67447,42.202812,42.425728,41.353092,77727640.0
6,7,6,42.634304,42.501972,42.027622,41.17992,42.03884,79921860.0
7,7,7,41.935425,43.279854,41.701954,42.022747,42.005596,78803830.0
8,7,8,41.184994,41.724773,41.760666,41.707756,42.50596,79396260.0
9,7,9,41.547512,42.26124,42.036118,42.38902,41.62673,77401010.0
10,7,10,42.3028,41.645145,41.71561,40.991436,41.783855,77603810.0
11,7,11,41.5911,42.12153,42.544548,41.758446,42.350826,77993880.0
12,7,12,42.922703,42.798645,42.707165,42.65991,40.967,78611064.0
13,7,13,42.01525,42.1733,42.663456,41.695396,42.50361,75904470.0
14,7,14,42.24306,42.55266,42.154453,42.576527,42.706814,71288460.0
15,7,15,41.650776,43.300262,40.946606,42.8454,42.017204,74914370.0
16,7,16,42.455784,42.664303,41.67183,42.983006,42.462795,75831150.0
17,7,17,42.889606,42.42683,42.364204,41.44177,42.17055,73756190.0
18,7,18,42.924248,43.090324,41.74138,43.6619,42.39911,76037010.0
19,7,19,42.115906,43.157497,42.49256,42.17407,42.180832,76435970.0
20,7,20,43.519325,43.51608,42.32872,42.3372,42.91547,79895416.0
21,7,21,42.84951,43.7819,43.059788,43.399487,43.351574,77693940.0
22,7,22,42.79918,43.534008,43.006622,43.781513,42.77144,74949250.0
23,7,23,42.757843,43.110157,43.395725,43.02071,43.255646,75250380.0
24,7,24,43.1841,44.112873,42.783688,42.728455,42.980526,74417490.0
25,7,25,42.79573,43.63364,42.331524,43.203674,42.764297,75596720.0
26,7,26,42.03485,43.962948,42.36303,42.204037,43.64393,74827320.0
27,7,27,43.10249,44.547005,41.997772,42.40913,42.12697,75548930.0
28,7,28,42.40108,43.157383,42.579975,42.48233,43.45319,76324264.0
29,7,29,43.03587,43.19663,42.654655,42.676033,42.92128,77204280.0
0,8,0,24.171858,23.251673,23.219694,24.166931,23.215899,79693110.0
1,8,1,24.069233,24.177292,22.943722,23.29172,23.804485,71913656.0
2,8,2,23.909445,23.892153,23.149158,23.444021,22.53356,77890700.0
3,8,3,23.578304,24.107672,23.207577,23.15777,22.568182,74470290.0
4,8,4,23.240913,24.468243,22.980875,22.688501,23.759708,77666300.0
5,8,5,24.049034,23.518913,23.974764,23.63238,23.925598,75905384.0
6,8,6,23.882675,24.481634,22.74083,23.628452,24.100197,76858970.0
7,8,7,23.778463,23.865158,23.077873,23.768837,24.005423,81663860.0
8,8,8,23.603079,22.991663,23.777077,23.572308,24.325594,83640560.0
9,8,9,22.835947,23.374933,22.897406,23.589031,23.168793,75472340.0
10,8,10,23.28021,24.3903,23.092005,23.673384,22.92874,77887120.0
11,8,11,23.17936,23.732681,23.008028,24.088047,23.58066,77163220.0
12,8,12,23.313099,23.068382,23.60051,23.997498,23.764261,76087900.0
13,8,13,23.333462,23.684835,23.785887,23.122068,23.572796,75912820.0
14,8,14,24.524923,23.757252,23.405952,23.844213,23.611864,70984780.0
15,8,15,23.795418,24.276703,23.37744,24.767597,23.195583,73965890.0
16,8,16,24.104712,25.527187,22.817814,23.54038,22.995975,76153290.0
17,8,17,23.932566,24.237537,24.155344,23.26498,23.213387,68079180.0
18,8,18,23.326504,24.319187,23.617645,24.333466,23.59399,71302260.0
19,8,19,24.29078,24.37222,24.362646,23.526762,24.555689,75464760.0
20,8,20,24.058357,24.110596,23.324492,23.536583,24.425795,85190350.0
21,8,21,23.597557,23.859905,24.164349,24.158901,24.279367,76120780.0
22,8,22,23.723581,24.34549,23.831947,24.745396,23.200716,71596270.0
23,8,23,24.749502,24.9406,24.389969,23.83517,23.416243,74447730.0
24,8,24,24.265423,24.406647,24.044666,24.219387,24.941233,73037520.0
25,8,25,24.363087,23.129414,23.764612,23.97324,24.413912,73871860.0
26,8,26,24.263512,24.755,23.295069,24.25911,24.18242,71790660.0
27,8,27,25.643764,24.835657,23.256828,24.968077,23.748863,68611940.0
28,8,28,23.75065,24.327381,23.273079,24.080566,24.016897,75214030.0
29,8,29,24.245874,24.515627,23.875244,24.336401,24.062428,76639880.0
0,9,0,11.833829,11.561124,10.729241,11.291133,11.893628,91273690.0
1,9,1,11.587674,11.662407,11.62758,11.175895,11.493262,80525730.0
2,9,2,11.087451,11.654068,11.240071,11.130662,10.940081,83103464.0
3,9,3,11.351244,11.526147,11.03141,11.628638,11.062879,93615840.0
4,9,4,11.396163,11.402721,10.466291,11.217733,11.021484,92048980.0
5,9,5,11.725768,11.529585,11.004592,12.20541,11.459808,87925384.0
6,9,6,11.423812,11.429989,11.144306,11.565666,10.969435,92413704.0
7,9,7,11.7753105,11.630164,11.426442,11.472193,11.358714,100171300.0
8,9,8,11.441654,11.328235,10.939251,11.247832,11.312034,102436620.0
9,9,9,11.465369,11.306332,11.253568,11.340801,11.346713,96090960.0
10,9,10,11.201789,11.477424,11.32587,11.485837,11.287396,85844824.0
11,9,11,10.8402815,11.616618,11.411457,11.415974,11.560557,79662184.0
12,9,12,11.260291,11.217934,11.087357,11.613498,11.433511,91017230.0
13,9,13,11.495417,11.794763,11.55542,10.813045,11.788089,86064970.0
14,9,14,11.554055,11.393934,11.4553995,10.954163,11.46115,80999250.0
15,9,15,11.611818,11.890888,11.09005,11.623965,11.711282,81033850.0
16,9,16,11.986003,11.802524,11.108004,11.278494,10.966969,88292504.0
17,9,17,11.325568,11.013684,11.279526,11.36958,11.544999,74145510.0
18,9,18,11.464433,12.070383,11.318575,11.626237,10.961354,81680830.0
19,9,19,11.724202,12.109384,11.650027,11.437072,11.471171,89002550.0
20,9,20,11.150734,11.504043,11.274464,12.063095,11.640118,97521310.0
21,9,21,10.908881,11.651128,11.252803,11.53583,11.886918,82337980.0
22,9,22,11.573631,11.423675,11.672363,11.849385,11.51536,81377650.0
23,9,23,11.683122,12.321981,11.956396,12.304022,11.554989,79819976.0
24,9,24,11.228293,11.744545,11.336041,11.121553,12.180032,75848740.0
25,9,25,11.741427,11.279893,11.9123955,11.377256,11.775071,80540290.0
26,9,26,11.176341,11.914003,11.575556,11.572148,11.357315,75166180.0
27,9,27,12.16192,12.221564,11.653781,11.69573,12.04983,78636990.0
28,9,28,11.190261,11.654457,11.645758,11.429628,11.71426,80048080.0
29,9,29,11.7043,11.759757,11.87869,11.593603,11.666273,78621920.0
0,10,0,14.248577,14.525869,14.030001,14.116223,14.274489,81456744.0
1,10,1,14.294298,14.492319,14.101579,14.201792,14.31079,79167810.0
2,10,2,13.973777,14.5552845,13.961403,14.2897835,13.786156,79609150.0
3,10,3,14.132982,14.785439,14.130978,14.204268,13.984536,78664456.0
4,10,4,14.136259,14.709749,13.8178215,14.018587,14.027611,82867040.0
5,10,5,13.899983,14.670997,13.970472,14.617296,14.56202,79628780.0
6,10,6,13.998498,14.326554,13.567084,14.086987,14.286235,85984696.0
7,10,7,14.327823,13.9173765,14.043864,14.348992,14.743953,87405560.0
8,10,8,13.965301,14.150013,13.773516,14.3303385,14.058679,91578504.0
9,10,9,14.084684,14.3160925,14.095011,13.985607,14.454121,82138050.0
10,10,10,14.008395,14.410209,14.184277,14.08477,14.3191395,79537730.0
11,10,11,14.196632,14.562446,14.305832,14.1372595,14.145576,77270000.0
12,10,12,13.922334,14.242929,14.082733,14.303173,14.265604,81731910.0
13,10,13,14.406025,14.346545,14.3904705,14.210526,14.021833,80135220.0
14,10,14,14.354408,14.050348,13.936753,13.977508,14.094474,74964200.0
15,10,15,14.21188,14.708047,14.085396,14.183974,14.039495,78986540.0
16,10,16,14.336411,14.477479,14.0148535,14.055367,14.179915,78911780.0
17,10,17,14.185061,14.051912,14.41397,14.420899,14.372265,70902050.0
18,10,18,14.370688,14.523379,14.250047,14.511705,14.318951,75469470.0
19,10,19,14.511598,14.488444,14.045494,14.434221,14.309697,80346730.0
20,10,20,14.36369,14.721624,14.127397,14.639939,14.6188,87495350.0
21,10,21,13.814104,14.339938,14.04229,14.572479,14.630232,75867100.0
22,10,22,14.477635,14.695611,14.093228,14.728291,14.321002,72990910.0
23,10,23,14.466164,14.799034,14.56965,14.652279,14.5203705,73693390.0
24,10,24,14.324022,14.66635,14.172759,14.25538,14.408193,71967460.0
25,10,25,14.741912,14.354417,14.734554,14.368809,14.882533,73480540.0
26,10,26,14.708588,14.907756,14.266056,14.627848,14.757198,71614184.0
27,10,27,14.578146,15.209845,14.032144,14.635964,15.047765,73843520.0
28,10,28,14.350431,14.56186,14.46043,13.876727,14.665482,72938680.0
29,10,29,14.3731,14.812918,14.60675,15.054325,14.618595,77452264.0
0,11,0,50.775402,49.89632,49.17486,50.270607,50.301277,81954990.0
1,11,1,49.563324,50.598377,49.67787,50.372982,50.898167,78575840.0
2,11,2,50.54585,50.684975,49.41955,49.977024,50.018147,79350390.0
3,11,3,49.82802,50.630287,50.12589,49.92756,49.980755,79620024.0
4,11,4,50.641808,51.14958,49.966095,50.038925,51.078728,80684480.0
5,11,5,50.846428,50.620907,50.868668,50.764023,50.47964,81505260.0
6,11,6,51.240467,51.350033,49.62389,50.862293,50.160576,82900700.0
7,11,7,50.5182,50.99897,49.43954,49.985283,50.374035,84217140.0
8,11,8,50.26011,50.904892,50.337128,50.950592,50.493053,83240690.0
9,11,9,49.902527,51.10369,50.599148,50.133835,51.505043,80509120.0
10,11,10,51.311527,50.621937,50.020382,49.37718,50.148945,81046840.0
11,11,11,49.241043,51.103867,50.940876,50.725845,50.716698,80917704.0
12,11,12,51.6165,51.91202,50.410683,51.576973,50.360313,82300640.0
13,11,13,50.583927,51.12024,51.191452,50.73617,51.00236,81806480.0
14,11,14,50.904804,51.4643,51.11845,50.655132,51.94504,77448930.0
15,11,15,51.27528,51.559032,49.82264,51.78911,50.74083,79601340.0
16,11,16,51.168858,52.130566,50.621532,52.120583,52.314972,81111304.0
17,11,17,52.022053,51.78908,51.490948,51.465305,51.294865,80612370.0
18,11,18,51.1191,51.801914,51.13395,52.243427,50.97319,80735900.0
19,11,19,51.00579,50.891224,50.40195,51.515594,51.425186,81408910.0
20,11,20,52.52871,52.10845,50.669895,51.608356,51.780365,82606350.0
21,11,21,51.496822,52.008713,51.188354,52.132782,51.780502,82184050.0
22,11,22,52.346127,51.803913,50.891277,52.675102,51.904827,78284680.0
23,11,23,52.721237,52.833515,51.788578,52.114246,52.147137,78564240.0
24,11,24,52.297466,53.2717,51.895634,51.15058,52.158478,79140650.0
25,11,25,52.5587,52.410664,51.605003,51.471146,52.11993,79953490.0
26,11,26,51.5798,52.309864,51.42347,51.247715,52.01929,79029380.0
27,11,27,52.942825,53.555824,50.401543,51.855682,52.181667,81904050.0
28,11,28,51.633804,51.147285,51.57344,51.44279,52.157078,79075700.0
29,11,29,52.51862,51.882103,51.518734,51.674362,52.12665,79372200.0
0,12,0,41.644974,40.764668,41.762024,41.85956,40.889526,77417220.0
1,12,1,41.13553,41.586395,40.37144,42.234512,42.614998,74910980.0
2,12,2,41.289528,42.07787,40.786503,42.160484,40.500984,77085464.0
3,12,3,42.064846,40.688385,41.626087,41.311516,40.61224,74933740.0
4,12,4,42.159122,40.715633,41.797115,41.534733,42.988144,76190664.0
5,12,5,42.269535,41.20901,41.149357,41.283207,41.709553,76032330.0
6,12,6,42.16692,43.719135,41.096737,41.73929,42.624725,82295990.0
7,12,7,41.58614,42.455868,41.857296,42.860756,42.841248,79721810.0
8,12,8,41.488453,41.555237,41.396366,41.25234,42.45477,80837960.0
9,12,9,42.476486,41.12585,41.210094,42.096333,41.304115,77289680.0
10,12,10,42.796444,42.51227,41.509632,40.75426,41.303295,77964260.0
11,12,11,41.679756,42.793133,42.20108,41.52386,42.163612,79521000.0
12,12,12,42.28801,42.88224,43.069878,41.781124,41.999226,76652320.0
13,12,13,42.44874,42.30199,41.864796,42.26048,42.113167,74874960.0
14,12,14,42.445087,42.583157,42.146557,42.136463,44.65308,72286100.0
15,12,15,42.817657,43.091835,41.802742,43.35582,41.55049,75638620.0
